KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
1374,Eksternal,87.81,89.3,85.0,69.57,PEMERINTAH KOTA PADANG PANJANG,PROVINSI SUMATERA BARAT,Eksternal
1374,Faktor Koreksi (weighted),1.38,1.96,4.02,0.94,PEMERINTAH KOTA PADANG PANJANG,PROVINSI SUMATERA BARAT,Faktor Koreksi (weighted)
1374,Integritas Pelaksanaan SPI,1.38,1.96,3.94,0.94,PEMERINTAH KOTA PADANG PANJANG,PROVINSI SUMATERA BARAT,
1374,Internal,73.75,79.03,77.54,77.3,PEMERINTAH KOTA PADANG PANJANG,PROVINSI SUMATERA BARAT,Internal
1374,Prevalensi Korupsi,0.0,0.0,0.08,0.0,PEMERINTAH KOTA PADANG PANJANG,PROVINSI SUMATERA BARAT,
1375,Agregat,69.89,76.62,77.49,78.29,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,
1375,Agregat (Sebelum Faktor Koreksi),76.53,77.76,81.02,78.76,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,
1375,Eksper,71.02,68.35,77.29,74.26,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,Eksper
1375,Eksternal,87.87,88.64,87.66,83.21,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,Eksternal
1375,Faktor Koreksi (weighted),6.63,1.14,3.53,0.47,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,Faktor Koreksi (weighted)
1375,Integritas Pelaksanaan SPI,1.3,1.14,3.29,0.0,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,
1375,Internal,70.96,77.42,78.36,79.4,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,Internal
1375,Prevalensi Korupsi,5.33,0.0,0.24,0.47,PEMERINTAH KOTA BUKITTINGGI,PROVINSI SUMATERA BARAT,
1376,Agregat,75.51,78.3,75.05,75.75,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,
1376,Agregat (Sebelum Faktor Koreksi),79.29,79.48,79.32,81.13,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,
1376,Eksper,76.04,72.14,75.6,80.22,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,Eksper
1376,Eksternal,86.81,86.32,82.2,86.03,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,Eksternal
1376,Faktor Koreksi (weighted),3.78,1.18,4.26,5.38,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,Faktor Koreksi (weighted)
1376,Integritas Pelaksanaan SPI,3.78,1.18,3.38,2.26,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,
1376,Internal,75.1,80.96,80.7,76.96,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,Internal
1376,Prevalensi Korupsi,0.0,0.0,0.88,3.12,PEMERINTAH KOTA PAYAKUMBUH,PROVINSI SUMATERA BARAT,
1377,Agregat,73.56,64.22,66.2,67.24,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,
1377,Agregat (Sebelum Faktor Koreksi),75.12,75.48,73.29,72.38,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,
1377,Eksper,69.48,67.52,65.97,64.29,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,Eksper
1377,Eksternal,88.23,85.76,80.3,79.16,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,Eksternal
1377,Faktor Koreksi (weighted),1.56,11.26,7.09,5.14,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,Faktor Koreksi (weighted)
1377,Integritas Pelaksanaan SPI,1.56,9.88,3.85,2.16,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,
1377,Internal,67.8,74.01,74.57,74.83,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,Internal
1377,Prevalensi Korupsi,0.0,1.39,0.0,2.98,PEMERINTAH KOTA PARIAMAN,PROVINSI SUMATERA BARAT,
1400,Agregat,62.83,68.8,64.15,66.07,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,
1400,Agregat (Sebelum Faktor Koreksi),71.1,70.5,68.31,74.73,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,
1400,Eksper,55.72,54.8,48.98,64.61,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,Eksper
1400,Eksternal,88.93,84.42,84.03,84.22,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,Eksternal
1400,Faktor Koreksi (weighted),8.26,1.7,4.16,8.66,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,Faktor Koreksi (weighted)
1400,Integritas Pelaksanaan SPI,5.0,1.7,3.78,3.63,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,
1400,Internal,70.41,74.47,74.69,76.71,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,Internal
1400,Prevalensi Korupsi,3.27,0.0,0.38,5.03,PEMERINTAH PROVINSI RIAU,PROVINSI RIAU,
1401,Agregat,63.12,71.54,71.4,72.06,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,
1401,Agregat (Sebelum Faktor Koreksi),70.26,72.93,76.41,73.75,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,
1401,Eksper,57.68,60.21,70.97,68.25,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,Eksper
1401,Eksternal,83.16,84.57,82.02,76.47,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,Eksternal
1401,Faktor Koreksi (weighted),7.14,1.39,5.01,1.69,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,Faktor Koreksi (weighted)
1401,Integritas Pelaksanaan SPI,6.1,1.39,4.77,0.71,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,
1401,Internal,71.54,75.76,76.92,77.47,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,Internal
1401,Prevalensi Korupsi,1.04,0.0,0.24,0.98,PEMERINTAH KABUPATEN KUANTAN SINGINGI,PROVINSI RIAU,
1402,Agregat,69.51,72.6,72.73,70.46,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,
1402,Agregat (Sebelum Faktor Koreksi),75.9,74.75,78.66,76.53,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,
1402,Eksper,72.9,59.43,74.37,71.0,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,Eksper
1402,Eksternal,83.18,88.08,83.31,78.94,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,Eksternal
1402,Faktor Koreksi (weighted),6.39,2.15,5.94,6.07,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,Faktor Koreksi (weighted)
1402,Integritas Pelaksanaan SPI,4.02,1.28,3.94,2.55,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,
1402,Internal,71.67,78.88,78.84,80.61,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,Internal
1402,Prevalensi Korupsi,2.37,0.87,1.99,3.52,PEMERINTAH KABUPATEN INDRAGIRI HULU,PROVINSI RIAU,
1403,Agregat,75.41,75.45,72.64,73.2,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,
1403,Agregat (Sebelum Faktor Koreksi),79.25,77.09,76.73,75.08,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,
1403,Eksper,74.61,66.29,70.19,68.31,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,Eksper
1403,Eksternal,88.51,86.94,82.83,81.1,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,Eksternal
1403,Faktor Koreksi (weighted),3.84,1.64,4.09,1.88,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,Faktor Koreksi (weighted)
1403,Integritas Pelaksanaan SPI,2.8,1.64,3.85,1.88,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,
1403,Internal,74.89,79.52,78.06,76.78,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,Internal
1403,Prevalensi Korupsi,1.04,0.0,0.24,0.0,PEMERINTAH KABUPATEN INDRAGIRI HILIR,PROVINSI RIAU,
1404,Agregat,72.13,72.77,72.61,66.26,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,
1404,Agregat (Sebelum Faktor Koreksi),77.36,74.32,77.2,72.48,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,
1404,Eksper,74.01,66.2,76.08,70.21,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,Eksper
1404,Eksternal,88.25,82.74,79.91,76.3,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,Eksternal
1404,Faktor Koreksi (weighted),5.23,1.55,4.59,6.22,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,Faktor Koreksi (weighted)
1404,Integritas Pelaksanaan SPI,2.86,1.55,3.42,2.61,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,
1404,Internal,69.67,75.05,75.65,71.09,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,Internal
1404,Prevalensi Korupsi,2.37,0.0,1.18,3.61,PEMERINTAH KABUPATEN PELALAWAN,PROVINSI RIAU,
1405,Agregat,71.5,74.64,73.46,68.57,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,
1405,Agregat (Sebelum Faktor Koreksi),77.33,76.28,78.0,77.87,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,
1405,Eksper,72.36,64.47,78.95,73.83,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,Eksper
1405,Eksternal,87.37,88.85,78.63,83.27,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,Eksternal
1405,Faktor Koreksi (weighted),5.84,1.64,4.54,9.3,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,Faktor Koreksi (weighted)
1405,Integritas Pelaksanaan SPI,3.58,1.64,3.34,3.9,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,
1405,Internal,72.53,76.99,76.19,76.92,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,Internal
1405,Prevalensi Korupsi,2.26,0.0,1.2,5.4,PEMERINTAH KABUPATEN SIAK,PROVINSI RIAU,
1406,Agregat,72.09,73.24,70.31,52.04,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,
1406,Agregat (Sebelum Faktor Koreksi),75.96,74.31,78.76,76.44,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,
1406,Eksper,72.52,60.01,79.79,69.88,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,Eksper
1406,Eksternal,83.01,87.29,79.94,81.58,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,Eksternal
1406,Faktor Koreksi (weighted),3.87,1.07,8.45,24.4,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,Faktor Koreksi (weighted)
1406,Integritas Pelaksanaan SPI,2.83,1.07,3.12,10.24,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,
1406,Internal,72.54,77.56,76.26,78.83,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,Internal
1406,Prevalensi Korupsi,1.04,0.0,1.91,14.16,PEMERINTAH KABUPATEN KAMPAR,PROVINSI RIAU,
1407,Agregat,73.81,71.49,74.36,75.54,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,
1407,Agregat (Sebelum Faktor Koreksi),79.38,72.97,77.59,77.52,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,
1407,Eksper,76.16,58.31,72.83,73.32,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,Eksper
1407,Eksternal,88.16,82.73,83.59,82.83,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,Eksternal
1407,Faktor Koreksi (weighted),5.57,1.48,3.22,1.98,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,Faktor Koreksi (weighted)
1407,Integritas Pelaksanaan SPI,4.53,1.48,3.14,0.83,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,
1407,Internal,73.8,80.15,76.86,76.87,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,Internal
1407,Prevalensi Korupsi,1.04,0.0,0.08,1.15,PEMERINTAH KABUPATEN ROKAN HULU,PROVINSI RIAU,
1408,Agregat,71.19,73.61,70.5,70.74,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,
1408,Agregat (Sebelum Faktor Koreksi),75.55,75.06,76.31,77.31,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,
1408,Eksper,64.25,63.76,69.87,70.37,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,Eksper
1408,Eksternal,90.04,84.4,83.59,83.94,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,Eksternal
1408,Faktor Koreksi (weighted),4.35,1.45,5.81,6.57,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,Faktor Koreksi (weighted)
1408,Integritas Pelaksanaan SPI,4.35,1.45,4.14,2.76,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,
1408,Internal,73.55,78.62,76.24,78.54,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,Internal
1408,Prevalensi Korupsi,0.0,0.0,1.67,3.81,PEMERINTAH KABUPATEN BENGKALIS,PROVINSI RIAU,
1409,Agregat,71.52,71.45,66.97,67.74,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,
1409,Agregat (Sebelum Faktor Koreksi),75.69,73.16,72.83,78.05,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,
1409,Eksper,72.05,60.83,62.85,74.63,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,Eksper
1409,Eksternal,87.11,85.39,83.03,83.4,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,Eksternal
1409,Faktor Koreksi (weighted),4.18,1.71,5.86,10.31,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,Faktor Koreksi (weighted)
1409,Integritas Pelaksanaan SPI,3.14,1.71,3.8,4.33,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,
1409,Internal,67.79,74.87,73.88,76.41,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,Internal
1409,Prevalensi Korupsi,1.04,0.0,2.05,5.98,PEMERINTAH KABUPATEN ROKAN HILIR,PROVINSI RIAU,
1410,Agregat,69.36,71.68,71.85,70.91,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,
1410,Agregat (Sebelum Faktor Koreksi),76.06,73.25,76.08,75.71,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,
1410,Eksper,68.49,59.66,69.78,75.41,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,Eksper
1410,Eksternal,87.85,86.14,82.57,77.18,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,Eksternal
1410,Faktor Koreksi (weighted),6.7,1.57,4.23,4.8,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,Faktor Koreksi (weighted)
1410,Integritas Pelaksanaan SPI,5.42,1.57,3.99,2.01,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,
1410,Internal,72.49,75.78,76.67,74.48,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,Internal
1410,Prevalensi Korupsi,1.28,0.0,0.24,2.79,PEMERINTAH KABUPATEN KEPULAUAN MERANTI,PROVINSI RIAU,
1471,Agregat,68.09,71.36,69.33,65.38,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,
1471,Agregat (Sebelum Faktor Koreksi),71.33,73.17,73.82,75.16,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,
1471,Eksper,61.52,61.3,65.06,69.24,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,Eksper
1471,Eksternal,83.74,83.29,82.52,80.46,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,Eksternal
1471,Faktor Koreksi (weighted),3.24,1.81,4.49,9.78,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,Faktor Koreksi (weighted)
1471,Integritas Pelaksanaan SPI,3.24,1.81,3.06,4.1,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,
1471,Internal,69.79,76.59,75.02,76.61,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,Internal
1471,Prevalensi Korupsi,0.0,0.0,1.43,5.68,PEMERINTAH KOTA PEKANBARU,PROVINSI RIAU,
1473,Agregat,75.18,74.99,69.99,69.69,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,
1473,Agregat (Sebelum Faktor Koreksi),77.76,76.8,74.43,71.7,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,
1473,Eksper,71.21,64.17,70.13,65.26,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,Eksper
1473,Eksternal,87.96,87.17,77.53,76.7,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,Eksternal
1473,Faktor Koreksi (weighted),2.58,1.81,4.43,2.01,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,Faktor Koreksi (weighted)
1473,Integritas Pelaksanaan SPI,2.58,1.81,3.5,0.84,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,
1473,Internal,74.69,80.89,76.27,74.08,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,Internal
1473,Prevalensi Korupsi,0.0,0.0,0.94,1.17,PEMERINTAH KOTA DUMAI,PROVINSI RIAU,
1500,Agregat,65.36,71.45,69.42,66.38,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,
1500,Agregat (Sebelum Faktor Koreksi),72.86,75.43,72.94,71.06,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,
1500,Eksper,67.04,70.42,64.44,58.05,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,Eksper
1500,Eksternal,82.34,83.93,82.43,83.46,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,Eksternal
1500,Faktor Koreksi (weighted),7.5,3.98,3.53,4.68,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,Faktor Koreksi (weighted)
1500,Integritas Pelaksanaan SPI,5.35,1.82,3.02,1.96,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,
1500,Internal,69.65,72.31,72.98,73.41,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,Internal
1500,Prevalensi Korupsi,2.15,2.16,0.51,2.72,PEMERINTAH PROVINSI JAMBI,PROVINSI JAMBI,
1501,Agregat,67.08,68.28,72.44,73.42,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,
1501,Agregat (Sebelum Faktor Koreksi),69.82,71.59,76.48,75.17,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,
1501,Eksper,62.38,60.17,71.96,73.98,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,Eksper
1501,Eksternal,80.13,83.48,81.95,78.51,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,Eksternal
1501,Faktor Koreksi (weighted),2.74,3.31,4.04,1.75,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,Faktor Koreksi (weighted)
1501,Integritas Pelaksanaan SPI,1.21,1.57,3.88,1.75,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,
1501,Internal,67.7,72.56,76.04,73.03,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,Internal
1501,Prevalensi Korupsi,1.53,1.74,0.16,0.0,PEMERINTAH KABUPATEN KERINCI,PROVINSI JAMBI,
1502,Agregat,69.82,69.03,68.56,61.48,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,
1502,Agregat (Sebelum Faktor Koreksi),73.86,70.53,72.72,74.32,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,
1502,Eksper,63.63,62.15,67.12,71.15,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,Eksper
1502,Eksternal,87.81,77.24,75.22,78.32,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,Eksternal
1502,Faktor Koreksi (weighted),4.03,1.5,4.15,12.84,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,Faktor Koreksi (weighted)
1502,Integritas Pelaksanaan SPI,2.02,1.5,4.15,5.39,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,
1502,Internal,71.16,73.42,76.77,73.85,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,Internal
1502,Prevalensi Korupsi,2.01,0.0,0.0,7.45,PEMERINTAH KABUPATEN MERANGIN,PROVINSI JAMBI,
1503,Agregat,58.2,63.82,68.96,62.09,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,
1503,Agregat (Sebelum Faktor Koreksi),69.26,72.19,76.75,73.79,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,
1503,Eksper,55.84,58.48,76.96,69.1,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,Eksper
1503,Eksternal,83.93,86.34,80.64,80.09,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,Eksternal
1503,Faktor Koreksi (weighted),11.05,8.37,7.79,11.7,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,Faktor Koreksi (weighted)
1503,Integritas Pelaksanaan SPI,6.74,8.37,3.84,4.91,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,
1503,Internal,69.63,73.52,72.29,72.67,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,Internal
1503,Prevalensi Korupsi,4.32,0.0,0.72,6.79,PEMERINTAH KABUPATEN SAROLANGUN,PROVINSI JAMBI,
1504,Agregat,72.53,64.46,70.83,77.3,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,
1504,Agregat (Sebelum Faktor Koreksi),73.52,70.61,79.81,77.97,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,
1504,Eksper,64.81,54.98,79.84,76.26,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Eksper
1504,Eksternal,85.46,82.62,83.76,82.59,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Eksternal
1504,Faktor Koreksi (weighted),0.99,6.15,8.98,0.67,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Faktor Koreksi (weighted)
1504,Integritas Pelaksanaan SPI,0.99,1.51,4.11,0.67,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,
1504,Internal,71.16,76.53,75.52,75.04,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,Internal
1504,Prevalensi Korupsi,0.0,4.64,1.71,0.0,PEMERINTAH KABUPATEN BATANG HARI,PROVINSI JAMBI,
1505,Agregat,68.32,71.92,72.38,72.4,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,
1505,Agregat (Sebelum Faktor Koreksi),72.6,73.85,76.62,73.55,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,
1505,Eksper,65.63,65.76,78.56,67.43,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Eksper
1505,Eksternal,82.41,82.0,76.17,79.82,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Eksternal
1505,Faktor Koreksi (weighted),4.28,1.93,4.24,1.15,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Faktor Koreksi (weighted)
1505,Integritas Pelaksanaan SPI,1.79,1.93,4.08,0.48,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,
1505,Internal,70.44,74.85,74.77,74.18,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,Internal
1505,Prevalensi Korupsi,2.5,0.0,0.16,0.67,PEMERINTAH KABUPATEN MUARO JAMBI,PROVINSI JAMBI,
1506,Agregat,75.63,76.45,73.58,75.72,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,
1506,Agregat (Sebelum Faktor Koreksi),78.21,78.18,77.5,79.63,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,
1506,Eksper,73.91,69.76,71.87,73.65,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Eksper
1506,Eksternal,88.09,86.68,82.52,85.92,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Eksternal
1506,Faktor Koreksi (weighted),2.58,1.73,3.92,3.91,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Faktor Koreksi (weighted)
1506,Integritas Pelaksanaan SPI,2.58,1.73,3.12,1.64,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,
1506,Internal,72.76,79.2,78.9,80.1,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,Internal
1506,Prevalensi Korupsi,0.0,0.0,0.8,2.27,PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR,PROVINSI JAMBI,
1507,Agregat,73.82,71.35,68.34,74.96,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,
1507,Agregat (Sebelum Faktor Koreksi),75.02,73.49,78.07,76.82,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,
1507,Eksper,67.09,61.42,75.35,76.48,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Eksper
1507,Eksternal,88.02,85.93,83.48,77.89,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Eksternal
1507,Faktor Koreksi (weighted),1.21,2.14,9.74,1.86,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Faktor Koreksi (weighted)
1507,Integritas Pelaksanaan SPI,1.21,1.26,4.31,0.78,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,
1507,Internal,70.59,74.65,75.54,76.08,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,Internal
1507,Prevalensi Korupsi,0.0,0.87,2.31,1.08,PEMERINTAH KABUPATEN TANJUNG JABUNG BARAT,PROVINSI JAMBI,
1508,Agregat,70.8,72.57,72.79,72.11,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,
1508,Agregat (Sebelum Faktor Koreksi),76.55,75.0,77.65,75.17,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,
1508,Eksper,67.65,63.16,76.94,67.84,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,Eksper
1508,Eksternal,88.19,85.56,79.36,83.12,PEMERINTAH KABUPATEN TEBO,PROVINSI JAMBI,Eksternal
